#ProfileFileVersion=5.2
#ProfilerVersion=5.2.6553
#API=OpenCL
#Application=/home/pfandedd/git/DissertationCode/SGpp/datadriven/examplesOCL/clustering_cmd
#ApplicationArgs=--binary_header_file datasets_WPDM18/gaussian_c100_size1000000_dim10_noise --config OCL_configs/config_ocl_float_w8100.cfg --lambda 1E-7 --epsilon 1E-3 --threshold 1500.0 --level 7 --k 6 --print_cluster_sizes 1
#WorkingDirectory=.
#Device Hawaii Platform Vendor=Advanced Micro Devices, Inc.
#Device Hawaii Platform Name=AMD Accelerated Parallel Processing
#Device Hawaii Platform Version=OpenCL 2.0 AMD-APP (2482.3)
#Device Hawaii CLDriver Version=2482.3
#Device Hawaii CLRuntime Version=OpenCL 1.2 AMD-APP (2482.3)
#Device Hawaii NumberAppAddressBits=64
#OS Version=Linux version 4.10.0-28-generic (buildd@lgw01-12) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.4) ) #32~16.04.2-Ubuntu SMP Thu Jul 20 10:19:48 UTC 2017 Build 4.10.0
#DisplayName=
#ListSeparator=;
#ForceSinglePass=False
Method; ExecutionOrder; ThreadID; CallIndex; GlobalWorkSize; WorkGroupSize; Time; LocalMemSize; VGPRs; SGPRs; ScratchRegs; Wavefronts; VALUInsts; SALUInsts; VFetchInsts; SFetchInsts; VWriteInsts; FlatVMemInsts; LDSInsts; FlatLDSInsts; GDSInsts; VALUUtilization; VALUBusy; SALUBusy; FetchSize; WriteSize; CacheHit; MemUnitBusy; MemUnitStalled; WriteUnitStalled; LDSBankConflict
multdensity__k2_Hawaii1; 147; 4734; 2237; { 397952       1       1}; {  128     1     1};     11749.06311; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.57;         2.02; 120635971.00;      1555.00;        19.25;         2.95;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 148; 4734; 2252; { 397952       1       1}; {  128     1     1};     10970.85659; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.47;         2.01; 106665531.81;      1554.50;        28.70;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 149; 4734; 2267; { 397952       1       1}; {  128     1     1};     10991.85496; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.21;         2.13; 117305792.25;      1555.00;        21.51;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 150; 4734; 2282; { 397952       1       1}; {  128     1     1};     11779.83348; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.60;         2.02; 118685200.75;      1556.44;        20.50;         2.97;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 151; 4734; 2297; { 397952       1       1}; {  128     1     1};     11751.80518; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.52;         2.01; 106855252.44;      1554.88;        28.66;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 152; 4734; 2312; { 397952       1       1}; {  128     1     1};     11571.22237; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.46;         2.01; 109707399.56;      1555.00;        26.65;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 153; 4734; 2327; { 397952       1       1}; {  128     1     1};     11465.27081; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.53;         2.01; 114534639.69;      1555.00;        23.40;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 154; 4734; 2342; { 397952       1       1}; {  128     1     1};     11806.17956; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.45;         2.01; 104505064.31;      1555.25;        30.23;         2.91;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 155; 4734; 2357; { 397952       1       1}; {  128     1     1};     10954.70148; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.49;         2.01; 110960096.38;      1555.50;        25.81;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 156; 4734; 2372; { 397952       1       1}; {  128     1     1};     11666.09600; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.60;         2.02; 107936078.62;      1554.69;        27.88;         2.90;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 157; 4734; 2387; { 397952       1       1}; {  128     1     1};     11246.05304; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.46;         2.01; 110343609.00;      1555.00;        26.19;         2.93;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 158; 4734; 2402; { 397952       1       1}; {  128     1     1};     11383.29778; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.47;         2.01; 116863552.81;      1555.12;        21.79;         2.94;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 159; 4734; 2417; { 397952       1       1}; {  128     1     1};     10091.81422; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        83.20;         2.13; 104631835.19;      1554.50;        30.15;         2.90;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 160; 4734; 2432; { 397952       1       1}; {  128     1     1};     11751.02978; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.48;         2.01; 116248036.69;      1555.44;        21.83;         3.04;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 161; 4734; 2447; { 397952       1       1}; {  128     1     1};     11704.40237; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.62;         2.02; 104062923.50;      1555.50;        30.53;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 162; 4734; 2462; { 397952       1       1}; {  128     1     1};     11811.64459; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.51;         2.01; 103616336.19;      1556.88;        30.83;         2.92;         0.00;         0.00;         0.08
multdensity__k2_Hawaii1; 163; 4734; 2477; { 397952       1       1}; {  128     1     1};     11707.69615; 3968; 80; 20; 0;      6218.00;  48450716.00;    310904.00;     62190.00;         5.00;         2.00;     62192.00;   6267744.00;         0.00;         0.00;        99.67;        78.49;         2.01;  71151286.88;      1554.50;        52.51;         2.71;         0.00;         0.00;         0.08
connectNeighbors__k3_Hawaii1; 164; 4734; 2505; {1020032       1       1}; {  128     1     1};     21424.25763; 1280; 60; 32; 0;     15938.00;  22935986.79;   2462746.99;     47817.00;         4.00;        12.00;     47829.00;   5195788.00;         0.00;         0.00;        98.79;        80.63;        34.53; 268191884.88;     48425.88;        15.01;         5.64;         0.00;         0.00;         0.14
removeEdges__k4_Hawaii1; 165; 4734; 2547; {1020032       1       1}; {  128     1     1};     97031.26518; 2688; 140; 30; 0;     15938.00; 121281692.91;   2909656.02;     37375.00;         7.00;         3.35;     37378.35;   4444456.50;         0.00;         0.00;        99.85;        55.47;         5.32; 124336529.12;      3338.28;        51.31;         0.42;         0.00;         0.00;         0.01
